"Province.State","Country.Region","Lat","Long","date","cases","type"
"Guangdong","Mainland China",23.33841,113.422,2020-01-24,21,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-01-24,18,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-01-24,3,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-01-24,1,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-24,2,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-24,4,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-24,105,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-01-24,15,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-01-24,1,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-01-24,4,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-24,11,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-01-24,2,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-24,1,"confirmed"
"Ningxia","Mainland China",37.26923,106.1655,2020-01-24,1,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-01-24,2,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-01-24,9,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-24,4,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-24,7,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-01-24,2,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-01-24,4,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-01-24,3,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-24,16,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-01-24,1,"death"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-24,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-01-24,24,"death"
"Beijing","Mainland China",40.18238,116.4142,2020-01-24,1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-01-24,3,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-24,1,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-24,1,"recovered"
"","France",46.2276,2.2137,2020-01-25,1,"confirmed"
"","Malaysia",4.2105,101.9758,2020-01-25,3,"confirmed"
"","Nepal",28.3949,84.124,2020-01-25,1,"confirmed"
"","Thailand",13.7563,100.5018,2020-01-25,2,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-01-25,45,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-25,15,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-01-25,48,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-01-25,8,"confirmed"
"Gansu","Mainland China",36.0611,103.8343,2020-01-25,5,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-01-25,45,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-01-25,10,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-01-25,2,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-01-25,11,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-01-25,11,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-25,11,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-25,74,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-01-25,3,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-25,503,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-01-25,45,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-01-25,6,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-01-25,22,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-25,18,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-01-25,1,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-25,15,"confirmed"
"Ningxia","Mainland China",37.26923,106.1655,2020-01-25,2,"confirmed"
"Qinghai","Mainland China",35.65945,96.02564,2020-01-25,1,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-01-25,10,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-01-25,24,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-25,20,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-01-25,8,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-25,29,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-01-25,5,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-01-25,2,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-01-25,6,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-25,61,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-25,28,"death"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-25,1,"death"
"Beijing","Mainland China",40.18238,116.4142,2020-01-25,1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-01-25,11,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-01-25,1,"recovered"
"","Japan",35.6762,139.6503,2020-01-26,2,"confirmed"
"","Malaysia",4.2105,101.9758,2020-01-26,1,"confirmed"
"","Singapore",1.3521,103.8198,2020-01-26,1,"confirmed"
"","South Korea",37.5665,126.978,2020-01-26,1,"confirmed"
"","Thailand",13.7563,100.5018,2020-01-26,1,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-01-26,10,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-26,17,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-01-26,35,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-01-26,17,"confirmed"
"Gansu","Mainland China",36.0611,103.8343,2020-01-26,7,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-01-26,48,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-01-26,13,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-01-26,2,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-01-26,3,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-01-26,5,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-26,6,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-26,45,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-01-26,3,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-26,371,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-01-26,31,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-01-26,4,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-01-26,16,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-26,12,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-01-26,2,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-26,4,"confirmed"
"Los Angeles, CA","US",34.0522,-118.2437,2020-01-26,1,"confirmed"
"Macau","Macau",22.1987,113.5439,2020-01-26,4,"confirmed"
"New South Wales","Australia",-33.8688,151.2093,2020-01-26,3,"confirmed"
"Orange, CA","US",33.7879,-117.8531,2020-01-26,1,"confirmed"
"Qinghai","Mainland China",35.65945,96.02564,2020-01-26,3,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-01-26,7,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-01-26,24,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-26,13,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-01-26,4,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-26,25,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-01-26,1,"confirmed"
"Tempe, AZ","US",34.0489,-111.094,2020-01-26,1,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-01-26,1,"confirmed"
"Toronto, ON","Canada",43.6532,-79.3832,2020-01-26,1,"confirmed"
"Victoria","Australia",-37.8136,144.9631,2020-01-26,1,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-01-26,1,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-01-26,8,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-26,24,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-26,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-01-26,24,"death"
"","Japan",35.6762,139.6503,2020-01-26,1,"recovered"
"","Thailand",13.7563,100.5018,2020-01-26,2,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-01-26,2,"recovered"
"","Cambodia",12.5657,104.991,2020-01-27,1,"confirmed"
"","Germany",51.1657,10.4515,2020-01-27,1,"confirmed"
"","Singapore",1.3521,103.8198,2020-01-27,1,"confirmed"
"","South Korea",37.5665,126.978,2020-01-27,1,"confirmed"
"","Sri Lanka",7.8731,80.7718,2020-01-27,1,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-01-27,36,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-27,12,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-01-27,22,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-01-27,24,"confirmed"
"Gansu","Mainland China",36.0611,103.8343,2020-01-27,5,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-01-27,5,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-01-27,5,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-01-27,2,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-01-27,11,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-01-27,15,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-27,9,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-27,40,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-27,1291,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-01-27,23,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-27,24,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-27,4,"confirmed"
"New South Wales","Australia",-33.8688,151.2093,2020-01-27,1,"confirmed"
"Ningxia","Mainland China",37.26923,106.1655,2020-01-27,3,"confirmed"
"Qinghai","Mainland China",35.65945,96.02564,2020-01-27,2,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-01-27,13,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-01-27,24,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-27,13,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-01-27,7,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-27,21,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-01-27,1,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-01-27,9,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-01-27,7,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-27,45,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-27,1,"death"
"Hainan","Mainland China",19.19673,109.7455,2020-01-27,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-01-27,24,"death"
"Guangdong","Mainland China",23.33841,113.422,2020-01-27,2,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-01-27,3,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-27,2,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-27,2,"recovered"
"","France",46.2276,2.2137,2020-01-28,1,"confirmed"
"","Germany",51.1657,10.4515,2020-01-28,3,"confirmed"
"","Japan",35.6762,139.6503,2020-01-28,3,"confirmed"
"","Malaysia",4.2105,101.9758,2020-01-28,3,"confirmed"
"","Singapore",1.3521,103.8198,2020-01-28,2,"confirmed"
"","Thailand",13.7563,100.5018,2020-01-28,6,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-01-28,46,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-28,11,"confirmed"
"British Columbia","Canada",49.2827,-123.121,2020-01-28,1,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-01-28,15,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-01-28,23,"confirmed"
"Gansu","Mainland China",36.0611,103.8343,2020-01-28,5,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-01-28,90,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-01-28,7,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-01-28,10,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-01-28,15,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-28,7,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-28,38,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-28,840,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-01-28,121,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-01-28,5,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-01-28,29,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-28,37,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-01-28,3,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-28,9,"confirmed"
"Macau","Macau",22.1987,113.5439,2020-01-28,1,"confirmed"
"Ningxia","Mainland China",37.26923,106.1655,2020-01-28,5,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-01-28,21,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-01-28,34,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-28,14,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-01-28,7,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-28,18,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-01-28,3,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-01-28,2,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-01-28,8,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-01-28,18,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-28,123,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-28,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-01-28,25,"death"
"","Thailand",13.7563,100.5018,2020-01-28,3,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-01-28,2,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-01-28,1,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-01-28,1,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-01-28,2,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-01-28,1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-01-28,33,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-28,1,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-28,1,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-28,2,"recovered"
"","Finland",61.9241,25.7482,2020-01-29,1,"confirmed"
"","France",46.2276,2.2137,2020-01-29,1,"confirmed"
"","Japan",35.6762,139.6503,2020-01-29,4,"confirmed"
"","Singapore",1.3521,103.8198,2020-01-29,3,"confirmed"
"","United Arab Emirates",23.4241,53.8478,2020-01-29,4,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-01-29,48,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-29,20,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-01-29,18,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-01-29,19,"confirmed"
"Gansu","Mainland China",36.0611,103.8343,2020-01-29,2,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-01-29,70,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-01-29,20,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-01-29,3,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-01-29,17,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-29,6,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-01-29,72,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-01-29,2,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-29,1032,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-01-29,56,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-01-29,30,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-29,53,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-01-29,5,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-29,3,"confirmed"
"Queensland","Australia",-27.4698,153.0251,2020-01-29,1,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-01-29,24,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-29,21,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-01-29,8,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-29,34,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-01-29,2,"confirmed"
"Tibet","Mainland China",30.1534,88.7879,2020-01-29,1,"confirmed"
"Victoria","Australia",-37.8136,144.9631,2020-01-29,1,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-01-29,1,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-01-29,11,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-29,132,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-29,37,"death"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-29,1,"death"
"Anhui","Mainland China",31.82571,117.2264,2020-01-29,2,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-01-29,1,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-01-29,1,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-01-29,1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-01-29,10,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-29,1,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-01-29,1,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-29,1,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-01-29,1,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-29,1,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-01-29,1,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-01-29,1,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-01-29,1,"recovered"
"","India",20.5937,78.9629,2020-01-30,1,"confirmed"
"","Malaysia",4.2105,101.9758,2020-01-30,1,"confirmed"
"","Philippines",12.8797,121.774,2020-01-30,1,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-30,3,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-01-30,17,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-01-30,43,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-01-30,3,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-30,1,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-01-30,317,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-01-30,3,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-01-30,2,"confirmed"
"Ningxia","Mainland China",37.26923,106.1655,2020-01-30,5,"confirmed"
"Qinghai","Mainland China",35.65945,96.02564,2020-01-30,2,"confirmed"
"Queensland","Australia",-27.4698,153.0251,2020-01-30,1,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-01-30,7,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-01-30,13,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-01-30,11,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-01-30,1,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-01-30,4,"confirmed"
"Victoria","Australia",-37.8136,144.9631,2020-01-30,1,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-01-30,15,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-01-30,1,"death"
"Guangdong","Mainland China",23.33841,113.422,2020-01-30,4,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-01-30,1,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-01-30,2,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-01-30,1,"recovered"
"","Germany",51.1657,10.4515,2020-01-31,1,"confirmed"
"","Italy",41.8719,12.5674,2020-01-31,2,"confirmed"
"","Japan",35.6762,139.6503,2020-01-31,4,"confirmed"
"","Russia",61.524,105.3188,2020-01-31,2,"confirmed"
"","Singapore",1.3521,103.8198,2020-01-31,3,"confirmed"
"","South Korea",37.5665,126.978,2020-01-31,7,"confirmed"
"","Sweden",60.1282,18.6435,2020-01-31,1,"confirmed"
"","Thailand",13.7563,100.5018,2020-01-31,5,"confirmed"
"","UK",55.3781,-3.436,2020-01-31,2,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-01-31,37,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-01-31,25,"confirmed"
"Chicago, IL","US",40.6331,-89.3985,2020-01-31,1,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-01-31,29,"confirmed"
